#CalcHEP  3.8.9
#Type 2 -> 3
#Initial_state
   P1_3=1.500000E+01  P2_3=-0.000000E+00
  StrFun1="OFF"
  StrFun2="OFF"
#PROCESS   13(m) 100(n) -> 13(m) 1001(S0) 100(n)
#MASSES  1.0566000000E-01 5.2020000000E+01 1.0566000000E-01 9.0000000000E-01 5.2020000000E+01
#Cross_section(Width) 1.430530E+00
#Number_of_events      10000
#Sum_of_weights   1.0003E+04   1.0007E+04 
#Events       P1_3 [Gev]        P2_3 [Gev]        P3_1 [Gev]        P3_2 [Gev]        P3_3 [Gev]        P4_1 [Gev]        P4_2 [Gev]        P4_3 [Gev]        P5_1 [Gev]        P5_2 [Gev]        P5_3 [Gev]     Q_factor   alpha_QCD  Color chains
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -8.3399220883E-02  5.2567960950E-02  2.6231696391E+00  5.9772142264E-02  3.3114707980E-02  1.2340171395E+01  2.3627078619E-02 -8.5682668931E-02  3.6658965975E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  4.3103829420E-02  3.2973181655E-02  2.0823948671E+00 -2.0447873135E-02  1.8281430375E-02  1.2883123324E+01 -2.2655956284E-02 -5.1254612031E-02  3.4481808696E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -3.6056226020E-02  7.4084388064E-02  8.9621131560E-01 -1.6270952060E-01 -2.2275612690E-01  1.4062120249E+01  1.9876574662E-01  1.4867173884E-01  4.1668434997E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  1.1096835426E-01 -1.5318634397E-01  2.6343694395E+00 -1.2695684459E-01  1.2078766998E-01  1.2323013574E+01  1.5988490332E-02  3.2398673982E-02  4.2616986563E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  2.3267261566E-01 -2.9506178454E-01  1.8691651537E+00 -2.7399454408E-01  2.3058424951E-01  1.3054888177E+01  4.1321928415E-02  6.4477535030E-02  7.5946668942E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.9845584200E-02 -2.1260161712E-01  7.3296839090E-01 -6.2770302262E-02  2.3440895696E-01  1.4198979553E+01  8.2615886462E-02 -2.1807339844E-02  6.8052055728E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  1.0827865937E-01 -9.5713358432E-03  9.0670717123E-01 -1.5403035077E-01 -5.3692097604E-02  1.4051266170E+01  4.5751691402E-02  6.3263433447E-02  4.2026659205E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -2.1662952475E-02 -1.6301822017E-01  3.7514836766E+00 -3.8275267630E-02  4.8297870489E-02  1.1207374458E+01  5.9938220105E-02  1.1472034968E-01  4.1141865822E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -3.0503808195E-02 -3.0486083523E-02  9.1789737448E-02 -4.9956109748E-02  1.0143791853E-01  1.4826018778E+01  8.0459917943E-02 -7.0951835009E-02  8.2191484817E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.2640205354E-02  4.1472084970E-02  5.1761889605E-02 -1.1507165280E-01  1.0342240109E-02  1.4846997571E+01  1.2771185816E-01 -5.1814325079E-02  1.0124053965E-01| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  5.1397710806E-02 -1.4312612746E-01  4.8389163926E-01 -8.5177718201E-02  1.1827439691E-01  1.4453476362E+01  3.3780007394E-02  2.4851730550E-02  6.2631998698E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  2.0290743135E-01  1.1765219366E-02  1.6762328071E+00 -1.9435905886E-01 -5.2559707052E-02  1.3276528162E+01 -8.5483724969E-03  4.0794487686E-02  4.7239030671E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -8.0152222342E-02  3.2886119957E-02  1.7936545567E+00  7.6619823770E-02 -6.5560123078E-02  1.3170397762E+01  3.5323985720E-03  3.2674003121E-02  3.5947681742E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  1.5829507951E-01 -1.1353816259E-01  2.8339640621E+00 -1.0306088985E-01  5.2859667766E-02  1.2123763117E+01 -5.5234189658E-02  6.0678494828E-02  4.2272820487E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -7.1855150864E-02 -1.0707665768E-01  5.4812643835E-02  2.2457382158E-01  2.0920608647E-01  1.4793808004E+01 -1.5271867072E-01 -1.0212942879E-01  1.5137935242E-01| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  7.8515727846E-02 -3.7544874923E-02  7.1484940178E-01 -4.2702712433E-02 -9.5158732946E-03  1.4244012595E+01 -3.5813015414E-02  4.7060748218E-02  4.1138003361E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -2.8997947041E-01 -3.3975903227E-02  3.0746478561E+00  2.8804678568E-01 -3.8753042596E-02  1.1872397873E+01  1.9326847353E-03  7.2728945824E-02  5.2954270870E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.2766942680E-01  1.3209190281E-01  2.5305117325E+00  1.5525480135E-01 -9.3747172624E-02  1.2427095781E+01 -2.7585374549E-02 -3.8344730190E-02  4.2392486260E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -5.9839320846E-02  1.3102401529E-01  5.5544612183E-01 -4.2038262140E-02 -1.4596008925E-01  1.4387851963E+01  1.0187758299E-01  1.4936073960E-02  5.6701914930E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -3.1312558404E-01  1.0172061933E-01  7.3547639121E+00  2.6710320033E-01 -1.3436938098E-01  7.5783011557E+00  4.6022383713E-02  3.2648761651E-02  6.6934932221E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  4.2397073793E-01  1.9160533233E-01  2.5441355945E+00 -3.7384367410E-01 -2.4380274943E-01  1.2371046084E+01 -5.0127063833E-02  5.2197417094E-02  8.4818321720E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.1850160195E-01 -9.5094841490E-02  2.8746729921E+00  1.3879993307E-01  3.7563495136E-02  1.2085378764E+01 -2.0298331127E-02  5.7531346353E-02  3.9948243532E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -6.7909607689E-02  1.2952657034E-01  1.9124915774E+00 -1.0149334804E-01 -9.4208003330E-02  1.3047348435E+01  1.6940295573E-01 -3.5318567014E-02  4.0159987810E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -6.1610501657E-03 -1.1446538725E-01  6.5263444762E-01 -4.0042591134E-02 -5.4420985584E-02  1.4300608363E+01  4.6203641299E-02  1.6888637283E-01  4.6757189861E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.0760646579E-01  2.0150021216E-02  3.2892266179E-01  3.9547592645E-02 -6.0558041190E-02  1.4609995180E+01  6.8058873143E-02  4.0408019974E-02  6.1082158100E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.0774715027E-01 -3.3142495064E-02  1.4038392251E-01  1.0799552040E-01  7.7024182063E-02  1.4763505796E+01 -2.4837013296E-04 -4.3881686999E-02  9.6110281851E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.0999575708E-01  5.7013915299E-02  1.0579572262E+00  7.3752003087E-02 -6.1792987308E-02  1.3900490707E+01  3.6243753998E-02  4.7790720083E-03  4.1552066983E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -3.0636393162E-02 -4.4594903222E-02  9.8732516866E-01 -4.2397323092E-02  1.6820968158E-02  1.3976844635E+01  7.3033716254E-02  2.7773935064E-02  3.5830196057E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -1.0116236802E-01  1.8968323131E-01  1.4252761705E+00  3.2805009319E-02 -2.4178856871E-01  1.3522898265E+01  6.8357358700E-02  5.2105337399E-02  5.1825564718E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -4.0674228918E-01 -4.2878738472E-02  1.2707114459E+00  4.4623664272E-01 -2.7359082418E-03  1.3624161050E+01 -3.9494353548E-02  4.5614646713E-02  1.0512750437E-01| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  6.7507874081E-02 -8.3630772230E-02  2.8656184913E-01  1.1717287345E-02  8.9911783129E-03  1.4648809945E+01 -7.9225161426E-02  7.4639593917E-02  6.4628205472E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00 -8.0739475166E-04 -1.3234496579E-01  3.0418621807E+00 -8.3300761617E-02  5.4916627641E-02  1.1919312716E+01  8.4108156369E-02  7.7428338150E-02  3.8825103062E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  7.2738115190E-02  2.2108897603E-02  1.0177302214E+00 -1.0208382497E-02  9.8439209202E-02  1.3944797315E+01 -6.2529732693E-02 -1.2054810681E-01  3.7472464118E-02| 6.532E+01  1.247E-01 
   1.000E+00  1.5000000000E+01  0.0000000000E+00  3.2680220189E-02  2.6939083324E-02  2.4962747527E+00 -5.6797275184E-02 -7.5319763087E-02  1.2468668266E+01  2.4117054995E-02  4.8380679763E-02  3.5056981448E-02| 6.532E+01  1.247E-01 
